19,14,,,,,,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.086987702339905,####,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmajGmajCmaj
12,19,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.2516291673878228,####,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmajGmajCmaj
107,10,,,,,,,,,,Cmaj,Gmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,0.9594749244736944,#,_CmajFmajGmajCmajFmajGmajCmajFmajGmajCmaj
106,9,,,,,,,,,,,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,1.655964430305534,#,_CmajGmajFmajGmajCmajGmajFmajGmajCmaj
31,17,,,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,0.907165767573082,###,_CmajGmajFmajGmajCmajGmajFmajGmajCmajGmajFmajGmajCmajGmajFmajGmajCmaj
36,10,,,,,,,,,,Cmaj,Gmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.0529407605626349,###,_CmajFmajCmajFmajCmajFmajGmajFmajGmajCmaj
11,6,,,,,,,,,,,,,,Cmaj,Gmaj,Fmaj6,Fmaj,Cmaj,Gmaj,1.4911148500551858,##,_GmajCmajFmajFmaj6GmajCmaj
22,7,,,,,,,,,,,,,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,1.0848063548455138,##,_CmajFmaj7GmajCmajFmaj7GmajCmaj
14,10,,,,,,,,,,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,1.0949143184120975,##,_CmajFmaj7GmajCmajFmaj7GmajCmajFmaj7GmajCmaj
10,8,,,,,,,,,,,,Cmaj,Gmaj,Fmaj7,Gmaj,Amin7,Emin,Fmaj,Gmaj,1.5219280948873621,###,_GmajFmajEminAmin7GmajFmaj7GmajCmaj
19,7,,,,,,,,,,,,,Cmaj,Gmaj,Fmaj7,Gmaj,Cmaj,Gmaj,Fmaj7,1.1050139971135324,##,_Fmaj7GmajCmajGmajFmaj7GmajCmaj
11,11,,,,,,,,,Cmaj,Gmaj,Fmaj7,Gmaj,Cmaj,Gmaj,Fmaj7,Gmaj,Cmaj,Gmaj,Fmaj7,1.3485878960124225,##,_Fmaj7GmajCmajGmajFmaj7GmajCmajGmajFmaj7GmajCmaj
12,6,,,,,,,,,,,,,,Cmaj,Gmin,B-maj,Fmaj,Cmaj,Gmin,0.9182958340544896,###,_GminCmajFmajB-majGminCmaj
16,7,,,,,,,,,,,,,Cmaj,Gmin,C7,Fmaj7,Fmin7,Cmaj,Amin7,1.0,####,_Amin7CmajFmin7Fmaj7C7GminCmaj
10,6,,,,,,,,,,,,,,Cmaj,Gmin,Fmaj,Cmaj,Gmin,Fmaj,1.4854752972273344,##,_FmajGminCmajFmajGminCmaj
12,6,,,,,,,,,,,,,,Cmaj,Gmin7,Fmaj,Cmaj,Gmin7,Fmaj,1.040852082972755,##,_FmajGmin7CmajFmajGmin7Cmaj
18,5,,,,,,,,,,,,,,,Cmaj,Gsus4,Cmaj,Fmaj,Cmaj,0.9864267287308425,#,_CmajFmajCmajGsus4Cmaj
11,5,,,,,,,,,,,,,,,Cmaj,Gsus4,Gmaj,Fmaj,Cmaj,1.823067982273661,#,_CmajFmajGmajGsus4Cmaj
10,7,,,,,,,,,,,,,Cmaj6,A-maj,Cmaj,C7,Cmaj6,A-maj,Cmaj,0.9219280948873623,####,_CmajA-majCmaj6C7CmajA-majCmaj6
17,5,,,,,,,,,,,,,,,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.496065911543853,##,_Cmaj6Cmaj7Cmaj6CmajCmaj6
11,9,,,,,,,,,,,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.6858157091530304,###,_Cmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7Cmaj6CmajCmaj6
17,7,,,,,,,,,,,,,Cmaj6,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.496065911543853,###,_Cmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7Cmaj6
11,11,,,,,,,,,Cmaj6,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.6858157091530304,###,_Cmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7Cmaj6
13,3,,,,,,,,,,,,,,,,,Cmaj6,Fmaj,Cmaj,1.5485806065228545,#,_CmajFmajCmaj6
26,4,,,,,,,,,,,,,,,,Cmaj6,Fmaj6,Cmaj6,Fmaj6,0.9912642605354288,#,_Fmaj6Cmaj6Fmaj6Cmaj6
10,6,,,,,,,,,,,,,,Cmaj6,Fmaj7,Emin7,Dmin7,G7,Cmaj,0.9219280948873623,###,_CmajG7Dmin7Emin7Fmaj7Cmaj6
10,7,,,,,,,,,,,,,Cmaj7,Amin7,Cmaj,Cmaj7,Cmaj,Cmaj7,Amin7,0.9709505944546686,####,_Amin7Cmaj7CmajCmaj7CmajAmin7Cmaj7
27,6,,,,,,,,,,,,,,Cmaj7,Amin7,Gsus4,Gmaj,B-maj7,Bhdim,0.9182958340544896,###,_BhdimB-maj7GmajGsus4Amin7Cmaj7
15,3,,,,,,,,,,,,,,,,,Cmaj7,Bmin7,Amin7,0.9182958340544896,#,_Amin7Bmin7Cmaj7
10,8,,,,,,,,,,,,Cmaj7,Bmin7,Amin7,Bmin7,Emin7,Cmaj7,Bmin7,Amin7,1.0,####,_Amin7Bmin7Cmaj7Emin7Bmin7Amin7Bmin7Cmaj7
10,9,,,,,,,,,,,Cmaj7,Cmaj,Cmaj7,Amin7,Cmaj,Cmaj7,Cmaj,Cmaj7,Amin7,0.9709505944546686,####,_Amin7Cmaj7CmajCmaj7CmajAmin7Cmaj7CmajCmaj7
17,6,,,,,,,,,,,,,,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.496065911543853,##,_Cmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7
11,10,,,,,,,,,,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,Cmaj,Cmaj6,Cmaj7,Cmaj6,1.6858157091530304,###,_Cmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7Cmaj6CmajCmaj6Cmaj7
24,3,,,,,,,,,,,,,,,,,Cmaj7,Csus4,Cmaj,1.4083445441575106,#,_CmajCsus4Cmaj7
10,4,,,,,,,,,,,,,,,,Cmaj7,Dmin,Cmaj7,Dmin,0.9709505944546686,#,_DminCmaj7DminCmaj7
14,12,,,,,,,,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,0.946372935985442,###,_Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7
10,14,,,,,,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,1.1567796494470395,#,_Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7
20,4,,,,,,,,,,,,,,,,Cmaj7,Dmin7,Emin7,Dmin7,1.6387586809150085,#,_Dmin7Emin7Dmin7Cmaj7
36,7,,,,,,,,,,,,,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,0.9787736442562125,###,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7
19,16,,,,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.0214554656116668,######,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7
14,19,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.1981174211304033,##,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7
10,13,,,,,,,Cmaj7,Fmaj,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,#########,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmajFmajCmaj7
12,6,,,,,,,,,,,,,,Cmaj7,Fmaj6,Gsus4,Cmaj7,Fmaj6,Gsus4,1.0,##,_Gsus4Fmaj6Cmaj7Gsus4Fmaj6Cmaj7
11,6,,,,,,,,,,,,,,Cmaj7,Fmaj7,Cmaj7,Fmaj7,Cmaj7,Fmaj7,1.6858157091530304,#,_Fmaj7Cmaj7Fmaj7Cmaj7Fmaj7Cmaj7
13,13,,,,,,,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,0.9912642605354289,########,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7
10,17,,,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,1.1567796494470395,###,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7
10,8,,,,,,,,,,,,Cmaj7,Gmaj,Csus4,Fmaj6,Fmin7,Cmaj,Fmin6,G7,0.9709505944546686,#####,_G7Fmin6CmajFmin7Fmaj6Csus4GmajCmaj7
24,4,,,,,,,,,,,,,,,,Cmaj7,Gsus4,C7,Fmaj,1.0,#,_FmajC7Gsus4Cmaj7
12,6,,,,,,,,,,,,,,Cmaj7,Gsus4,C7,Fmaj,Gsus4,Cmaj,1.0,#,_CmajGsus4FmajC7Gsus4Cmaj7
14,10,,,,,,,,,,Cmin,A-maj,B-maj,Cmin,A-maj,B-maj,Cmin,B-maj,A-maj,Cmin,1.950212064914747,##,_CminA-majB-majCminB-majA-majCminB-majA-majCmin
16,7,,,,,,,,,,,,,Cmin,A-maj,B-maj,Cmin,B-maj,A-maj,Cmin,1.9056390622295662,##,_CminA-majB-majCminB-majA-majCmin
14,4,,,,,,,,,,,,,,,,Cmin,A-maj,G7,Cmin,0.946372935985442,#,_CminG7A-majCmin
11,7,,,,,,,,,,,,,Cmin,A-maj,G7,Cmin,A-maj,G7,Cmin,1.0957952550009338,##,_CminG7A-majCminG7A-majCmin
11,5,,,,,,,,,,,,,,,Cmin,Adim,Fsus4,G7,Cmaj,1.3092966682370037,###,_CmajG7Fsus4AdimCmin
16,9,,,,,,,,,,,Cmin,B-maj,A-maj,B-maj,Cmin,B-maj,A-maj,B-maj,Cmin,1.186278124459133,#,_CminB-majA-majB-majCminB-majA-majB-majCmin
10,12,,,,,,,,Cmin,B-maj,A-maj,B-maj,Cmin,B-maj,A-maj,B-maj,Cmin,B-maj,A-maj,B-maj,0.9219280948873623,#,_B-majA-majB-majCminB-majA-majB-majCminB-majA-majB-majCmin
12,7,,,,,,,,,,,,,Cmin,B-maj,A-maj7,B-maj,Cmin7,B-maj,A-maj7,0.9182958340544896,####,_A-maj7B-majCmin7B-majA-maj7B-majCmin
10,6,,,,,,,,,,,,,,Cmin,B-min7,E-7,A-maj7,B-min7,E-7,0.9709505944546686,####,_E-7B-min7A-maj7E-7B-min7Cmin
14,10,,,,,,,,,,Cmin,Cmin7,Cmin,Cmin7,Cmin,Cmin7,Cmin,Cmin7,Cmin,Cmin7,0.946372935985442,###,_Cmin7CminCmin7CminCmin7CminCmin7CminCmin7Cmin
13,6,,,,,,,,,,,,,,Cmin,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,0.9912642605354289,##,_FmajCmin7CminFmajCmin7Cmin
16,8,,,,,,,,,,,,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.3244602933016414,####,_FmajCmin7CminFmajCmin7FmajCmin7Cmin
11,13,,,,,,,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.2406705316766886,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7FmajCmin7Cmin
14,5,,,,,,,,,,,,,,,Cmin,Csus4,A-maj7,Gsus4,G7,1.3787834934861756,##,_G7Gsus4A-maj7Csus4Cmin
10,8,,,,,,,,,,,,Cmin,Dmin,E-maj,Fmaj,Gmaj,A-maj,Gmaj,Cmin,0.9709505944546686,####,_CminGmajA-majGmajFmajE-majDminCmin
13,7,,,,,,,,,,,,,Cmin,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,0.9912642605354289,###,_CminA-majE-majCminA-majE-majCmin
10,10,,,,,,,,,,Cmin,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,0.9219280948873623,##,_CminA-majE-majCminA-majE-majCminA-majE-majCmin
12,14,,,,,,Cmin,E-maj,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,0.9182958340544896,########,_A-majFminE-majCminGmajA-majFminE-majCminGmajA-majFminE-majCmin
18,3,,,,,,,,,,,,,,,,,Cmin,E-no3,Fno3,1.208648950953065,#,_Fno3E-no3Cmin
14,6,,,,,,,,,,,,,,Cmin,E-no3,Fno3,Cmin,E-no3,Fno3,1.4345491399952024,##,_Fno3E-no3CminFno3E-no3Cmin
10,9,,,,,,,,,,,Cmin,E-no3,Fno3,Cmin,E-no3,Fno3,Cmin,E-no3,Fno3,1.3567796494470397,##,_Fno3E-no3CminFno3E-no3CminFno3E-no3Cmin
12,7,,,,,,,,,,,,,Cmin,Fmaj,E-maj,Cmin,Fmaj,E-maj,Cmin,1.4591479170272448,##,_CminE-majFmajCminE-majFmajCmin
13,9,,,,,,,,,,,Cmin,Fmaj,G7,Cmin,Fmaj,G7,Cmin,Fmaj,G7,0.9912642605354289,####,_G7FmajCminG7FmajCminG7FmajCmin
51,4,,,,,,,,,,,,,,,,Cmin,Fmaj6,Cmin,Fmaj6,1.0668258510344142,#,_Fmaj6CminFmaj6Cmin
43,6,,,,,,,,,,,,,,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,1.1477814769542862,#,_FminCminFminCminFminCmin
32,8,,,,,,,,,,,,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,1.014097655573916,#,_FminCminFminCminFminCminFminCmin
24,10,,,,,,,,,,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,1.188721875540867,#,_FminCminFminCminFminCminFminCminFminCmin
16,12,,,,,,,,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,Cmin,Fmin,0.9544340029249649,#,_FminCminFminCminFminCminFminCminFminCminFminCmin
12,7,,,,,,,,,,,,,Cmin,Fmin,E-maj,A-maj,B-maj,G7,Cmin,1.2516291673878228,###,_CminG7B-majA-majE-majFminCmin
11,8,,,,,,,,,,,,Cmin,Fmin,G7,Cmin,Adim,Fsus4,G7,Cmaj,1.3092966682370037,###,_CmajG7Fsus4AdimCminG7FminCmin
12,7,,,,,,,,,,,,,Cmin,Fmin7,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,0.9182958340544896,###,_Cmin7Fmin7CminCmin6Cmin7Fmin7Cmin
23,8,,,,,,,,,,,,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,0.9123163027543337,###,_CmajFmajGminCminCmajFmajGminCmin
18,12,,,,,,,,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,1.0529407605626349,###,_CmajFmajGminCminCmajFmajGminCminCmajFmajGminCmin
13,16,,,,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,1.2389012566026307,###,_CmajFmajGminCminCmajFmajGminCminCmajFmajGminCminCmajFmajGminCmin
17,6,,,,,,,,,,,,,,Cmin,Gmin7,Fmin7,A-maj7,A-maj,B-maj,1.1400677626718574,##,_B-majA-majA-maj7Fmin7Gmin7Cmin
13,12,,,,,,,,Cmin,Gmin7,Fmin7,A-maj7,A-maj,B-maj,Cmin,Gmin7,Fmin7,A-maj7,A-maj,B-maj,1.352030101757953,#####,_B-majA-majA-maj7Fmin7Gmin7CminB-majA-majA-maj7Fmin7Gmin7Cmin
20,4,,,,,,,,,,,,,,,,Cmin6,Cmin,Fmin7,Cmin7,0.9709505944546686,#,_Cmin7Fmin7CminCmin6
12,8,,,,,,,,,,,,Cmin6,Cmin,Fmin7,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,0.9182958340544896,###,_Cmin7Fmin7CminCmin6Cmin7Fmin7CminCmin6
16,5,,,,,,,,,,,,,,,Cmin7,B-maj,A-maj7,Gmin7,Fmin7,1.5612781244591325,#,_Fmin7Gmin7A-maj7B-majCmin7
10,4,,,,,,,,,,,,,,,,Cmin7,B-maj,Cmin7,B-maj,1.3709505944546687,#,_B-majCmin7B-majCmin7
19,8,,,,,,,,,,,,Cmin7,B-maj,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,1.2674438038072338,###,_Gmin7Fmin7B-majCmin7Gmin7Fmin7B-majCmin7
12,12,,,,,,,,Cmin7,B-maj,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,Cmin7,B-maj,Fmin7,Gmin7,1.4833557549816874,###,_Gmin7Fmin7B-majCmin7Gmin7Fmin7B-majCmin7Gmin7Fmin7B-majCmin7
12,8,,,,,,,,,,,,Cmin7,B-maj,Fsus4,B-maj,A-maj6,Fmin7,Dhdim,G7,1.0408520829727552,#####,_G7DhdimFmin7A-maj6B-majFsus4B-majCmin7
14,9,,,,,,,,,,,Cmin7,Cmin,Cmin7,Cmin,Cmin7,Cmin,Cmin7,Cmin,Cmin7,0.946372935985442,###,_Cmin7CminCmin7CminCmin7CminCmin7CminCmin7
20,5,,,,,,,,,,,,,,,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,0.9709505944546686,#,_Cmin7Fmin7CminCmin6Cmin7
12,9,,,,,,,,,,,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,Cmin6,Cmin,Fmin7,Cmin7,0.9182958340544896,###,_Cmin7Fmin7CminCmin6Cmin7Fmin7CminCmin6Cmin7
20,7,,,,,,,,,,,,,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,####,_GmajDmajFmajA-majGmajCno3Cmin7
12,19,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9182958340544896,###########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3GmajDmajFmajA-majGmajCno3Cmin7
20,5,,,,,,,,,,,,,,,Cmin7,Dmin,Cmaj,Cmin7,Dmin,1.6477309221191607,##,_DminCmin7CmajDminCmin7
10,8,,,,,,,,,,,,Cmin7,Dmin,Cmaj,Cmin7,Dmin,Cmaj,Cmin7,Dmin,1.1567796494470395,##,_DminCmin7CmajDminCmin7CmajDminCmin7
33,5,,,,,,,,,,,,,,,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.78799906625867,#,_FmajCmin7CminFmajCmin7
16,10,,,,,,,,,,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.3244602933016414,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7
11,15,,,,,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.2406705316766886,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7
16,7,,,,,,,,,,,,,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.3244602933016414,####,_FmajCmin7CminFmajCmin7FmajCmin7
11,12,,,,,,,,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.2406705316766886,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7FmajCmin7
56,4,,,,,,,,,,,,,,,,Cmin7,Fmin7,Cmin7,Fmin7,1.425293958452366,#,_Fmin7Cmin7Fmin7Cmin7
36,6,,,,,,,,,,,,,,Cmin7,Fmin7,Cmin7,Fmin7,Cmin7,Fmin7,0.992391005247131,#,_Fmin7Cmin7Fmin7Cmin7Fmin7Cmin7
10,9,,,,,,,,,,,Cmin7,Fmin7,Gmin7,A-maj7,Gmin7,Cmin7,Fmin7,E-maj,E-maj7,0.9709505944546686,######,_E-maj7E-majFmin7Cmin7Gmin7A-maj7Gmin7Fmin7Cmin7
32,8,,,,,,,,,,,,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,0.9933927290103626,###,_B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7
26,12,,,,,,,,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,1.1451104143815827,###,_B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7
20,16,,,,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,Cmin7,Gmin7,A-maj,B-maj,0.9219280948873623,###,_B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7B-majA-majGmin7Cmin7
11,7,,,,,,,,,,,,,Cno3,B-no3,Fno3,Cno3,B-no3,Fno3,Cno3,1.2406705316766886,#,_Cno3Fno3B-no3Cno3Fno3B-no3Cno3
34,3,,,,,,,,,,,,,,,,,Cno3,B-sus4,Cno3,1.086312840741288,#,_Cno3B-sus4Cno3
24,5,,,,,,,,,,,,,,,Cno3,B-sus4,Cno3,B-sus4,Cno3,1.188721875540867,#,_Cno3B-sus4Cno3B-sus4Cno3
16,7,,,,,,,,,,,,,Cno3,B-sus4,Cno3,B-sus4,Cno3,B-sus4,Cno3,1.061278124459133,#,_Cno3B-sus4Cno3B-sus4Cno3B-sus4Cno3
10,5,,,,,,,,,,,,,,,Cno3,C7,Cno3,C7,Cno3,0.9219280948873623,#,_Cno3C7Cno3C7Cno3
11,5,,,,,,,,,,,,,,,Cno3,Cmaj,Dmaj,Cmaj,Dmaj,0.9940302114769565,#,_DmajCmajDmajCmajCno3
23,5,,,,,,,,,,,,,,,Cno3,D-no3,Cno3,D-no3,Cno3,0.997626791896466,#,_Cno3D-no3Cno3D-no3Cno3
10,5,,,,,,,,,,,,,,,Cno3,Dhdim,Cno3,Fmaj,Cmaj,1.3709505944546687,##,_CmajFmajCno3DhdimCno3
24,7,,,,,,,,,,,,,Cno3,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,0.9182958340544896,###,_Cno3B-no3Dno3Cno3B-no3Dno3Cno3
16,10,,,,,,,,,,Cno3,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,1.0,##,_Cno3B-no3Dno3Cno3B-no3Dno3Cno3B-no3Dno3Cno3
33,7,,,,,,,,,,,,,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9116073751641003,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3
27,10,,,,,,,,,,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,1.042344321483692,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3
21,13,,,,,,,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9637459942073318,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3
13,19,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9912642605354289,####,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3
10,6,,,,,,,,,,,,,,Cno3,E-no3,Fno3,Cno3,Fno3,Cno3,0.9709505944546686,#,_Cno3Fno3Cno3Fno3E-no3Cno3
13,6,,,,,,,,,,,,,,Cno3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9957274520849256,##,_Cno3Fno3E-no3Cno3Fno3Cno3
16,9,,,,,,,,,,,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Cno3,1.1216407621868583,#,_Cno3Fno3Cno3Fno3Cno3Fno3Cno3Fno3Cno3
11,9,,,,,,,,,,,Cno3,Fno3,Cno3,Fno3,Cno3,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3Cno3Fno3Cno3Fno3Cno3
11,7,,,,,,,,,,,,,Cno3,Fno3,Cno3,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3Cno3Fno3Cno3
11,5,,,,,,,,,,,,,,,Cno3,Fno3,Dmaj,Gmaj,Cno3,0.9456603046006402,##,_Cno3GmajDmajFno3Cno3
16,7,,,,,,,,,,,,,Cno3,Fno3,Gno3,Cno3,Fno3,Gno3,Cno3,1.3244602933016414,#,_Cno3Gno3Fno3Cno3Gno3Fno3Cno3
20,6,,,,,,,,,,,,,,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,###,_GmajDmajFmajA-majGmajCno3
12,18,,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9182958340544896,###########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3GmajDmajFmajA-majGmajCno3
